item,itemLabel,itemDescription,gender,genderLabel,dob,dobPrecision,dod,dodPrecision
Q333869,Ron Davies,British politician (born 1946),Q6581097,male,1946-08-06T00:00:00Z,11,,
Q5614408,"Ronald McNeill, 1st Baron Cushendun",British politician (1861-1934),Q6581097,male,1861-04-30T00:00:00Z,11,1934-10-12T00:00:00Z,11
Q1386511,"Ronald Munro Ferguson, 1st Viscount Novar",British politician (1860-1934),Q6581097,male,1860-03-06T00:00:00Z,11,1934-03-30T00:00:00Z,11
Q328892,Rory Stewart,"British politician, academic, author, diplomat and documentary maker (born 1973)",Q6581097,male,1973-01-03T00:00:00Z,11,,
Q7366967,Ros Altmann,UK pensions expert and campaigner,Q6581072,female,1956-04-08T00:00:00Z,11,,
Q261773,Rosie Winterton,British politician (born 1958),Q6581072,female,1958-08-10T00:00:00Z,11,,
Q333413,"Roundell Palmer, 1st Earl of Selborne","British lawyer and politician, Lord Chancellor of Great Britain (1812-1895)",Q6581097,male,1812-11-27T00:00:00Z,11,1895-05-04T00:00:00Z,11
Q333692,Roy Hattersley,"British Labour Party politician, published author and journalist (born 1932)",Q6581097,male,1932-12-28T00:00:00Z,11,,
Q323488,Roy Jenkins,"British politician, historian and writer (1920–2003)",Q6581097,male,1920-11-11T00:00:00Z,11,2003-01-05T00:00:00Z,11
Q333700,Roy Mason,British politician (1924-2015),Q6581097,male,1924-04-18T00:00:00Z,11,2015-04-19T00:00:00Z,11
Q336036,"Rufus Isaacs, 1st Marquess of Reading",British politician (1860-1935),Q6581097,male,1860-10-10T00:00:00Z,11,1935-12-30T00:00:00Z,11
Q272644,Ruth Kelly,British politician and Cabinet minister (born 1968),Q6581072,female,1968-05-09T00:00:00Z,11,,
Q334155,Sadiq Khan,"British politician, Mayor of London (born 1970)",Q6581097,male,1970-10-08T00:00:00Z,11,,
Q727798,Sajid Javid,British politician (born 1969),Q6581097,male,1969-12-05T00:00:00Z,11,,
Q333429,"Samuel Hoare, 1st Viscount Templewood",British Conservative politician (1880-1959),Q6581097,male,1880-02-24T00:00:00Z,11,1959-05-07T00:00:00Z,11
Q272500,Sarah Teather,British politician (born 1974),Q6581072,female,1974-06-01T00:00:00Z,11,,
Q2782520,"Schomberg Kerr, 9th Marquess of Lothian",British diplomat and Conservative politician,Q6581097,male,1833-12-02T00:00:00Z,11,1900-01-17T00:00:00Z,11
Q333080,Selwyn Lloyd,politician (1904-1978),Q6581097,male,1904-07-28T00:00:00Z,11,1978-05-17T00:00:00Z,11
Q5973251,Shahid Malik,British politician (born 1967),Q6581097,male,1967-11-24T00:00:00Z,11,,
Q261001,Shaun Woodward,British politician (born 1958),Q6581097,male,1958-10-26T00:00:00Z,11,,
Q333250,Shirley Williams,British politician,Q6581072,female,1930-07-27T00:00:00Z,11,2021-04-12T00:00:00Z,11
Q1793381,"Shriti Vadera, Baroness Vadera",British banker (born 1962),Q6581072,female,1962-06-23T00:00:00Z,11,,
Q947776,"Sidney Godolphin, 1st Earl of Godolphin",British politician (1645-1712),Q6581097,male,1645-06-15T00:00:00Z,11,1712-09-15T00:00:00Z,11
Q332442,Sidney Webb,British Baron and politician (1859-1947),Q6581097,male,1859-07-13T00:00:00Z,11,1947-10-13T00:00:00Z,11
Q269940,Simon Burns,British politician (born 1952),Q6581097,male,1952-09-06T00:00:00Z,11,,
Q7518916,"Simon Harcourt, 1st Viscount Harcourt",British politician,Q6581097,male,1661-12-01T00:00:00Z,10,1727-12-28T00:00:00Z,11
Q478345,Simon Hart,Welsh politician and MP (born 1963),Q6581097,male,1963-08-15T00:00:00Z,11,,
Q334313,Simon Hughes,British politician (born 1951),Q6581097,male,1951-05-17T00:00:00Z,11,,
Q606299,"Sir Arthur Dyke Acland, 13th Baronet",British politician (1847-1926),Q6581097,male,1847-10-13T00:00:00Z,11,1926-10-09T00:00:00Z,11
Q338114,"Sir Charles Dilke, 2nd Baronet",British politician (1843-1911),Q6581097,male,1843-09-04T00:00:00Z,11,1911-01-26T00:00:00Z,11
Q333358,"Sir Charles Trevelyan, 3rd Baronet",British politician (1870-1958),Q6581097,male,1870-10-28T00:00:00Z,11,1958-01-24T00:00:00Z,11
Q5771276,"Sir George Grey, 2nd Baronet",British politician,Q6581097,male,1799-05-11T00:00:00Z,11,1882-09-09T00:00:00Z,11
Q333808,"Sir George Trevelyan, 2nd Baronet",British statesman and author (1838-1928),Q6581097,male,1838-07-20T00:00:00Z,11,1928-08-17T00:00:00Z,11
Q259836,Sir George Young,British politician (born 1941),Q6581097,male,1941-07-16T00:00:00Z,11,,
Q7527226,"Sir Henry Willink, 1st Baronet",British politician and public servant (1894-1973),Q6581097,male,1894-03-07T00:00:00Z,11,1973-07-20T00:00:00Z,11
Q333983,"Sir James Graham, 2nd Baronet",British statesman (1792-1861),Q6581097,male,1792-06-01T00:00:00Z,11,1861-10-25T00:00:00Z,11
Q5759238,"Sir John Gilmour, 2nd Baronet",British politician (1876-1940),Q6581097,male,1876-05-27T00:00:00Z,11,1940-03-30T00:00:00Z,11
Q7528038,"Sir John Ross, 1st Baronet","Irish barrister, politician and judge",Q6581097,male,1853-12-11T00:00:00Z,11,1935-08-17T00:00:00Z,11
Q7528875,"Sir Robert Wilmot-Horton, 3rd Baronet",Member of the United Kingdom Parliament,Q6581097,male,1784-12-21T00:00:00Z,11,1841-05-31T00:00:00Z,11
Q16043839,"Sir Samuel Walker, 1st Baronet","Irish politician, lawyer and judge",Q6581097,male,1832-06-19T00:00:00Z,11,1911-08-13T00:00:00Z,11
Q13529930,"Sir William Hart Dyke, 7th Baronet",English politician and tennis pioneer (1837-1931),Q6581097,male,1837-08-07T00:00:00Z,11,1931-07-03T00:00:00Z,11
Q5991023,"Sir William Molesworth, 8th Baronet",British politician,Q6581097,male,1810-05-23T00:00:00Z,11,1855-10-22T00:00:00Z,11
Q3569043,"Sir William Wyndham, 3rd Baronet","politician, died 1740",Q6581097,male,1688-01-01T00:00:00Z,9,1740-06-28T00:00:00Z,11
Q7533492,Siôn Simon,"Politician, activist (born 1968)",Q6581097,male,1968-12-23T00:00:00Z,11,,
Q334063,"Spencer Cavendish, 8th Duke of Devonshire",British statesman (1833-1908),Q6581097,male,1833-07-23T00:00:00Z,11,1908-03-24T00:00:00Z,11
Q270415,"Spencer Compton, 1st Earl of Wilmington",Prime Minister of Great Britain,Q6581097,male,1674-01-01T00:00:00Z,9,1743-07-13T00:00:00Z,11
Q7576083,Spencer Horatio Walpole,British Conservative politician,Q6581097,male,1806-09-11T00:00:00Z,11,1898-05-22T00:00:00Z,11
Q233992,Spencer Perceval,19th-century prime minister of the United Kingdom (1762–1812),Q6581097,male,1762-11-01T00:00:00Z,11,1812-05-11T00:00:00Z,11
Q332405,Stafford Cripps,British politician (1889-1952),Q6581097,male,1889-04-24T00:00:00Z,11,1952-04-21T00:00:00Z,11
Q332650,"Stafford Northcote, 1st Earl of Iddesleigh",British politician (1818-1887),Q6581097,male,1818-10-27T00:00:00Z,11,1887-01-12T00:00:00Z,11
Q166635,Stanley Baldwin,former Prime Minister of the United Kingdom (1867-1947),Q6581097,male,1867-08-03T00:00:00Z,11,1947-12-14T00:00:00Z,11
Q5589442,"Stanley Buckmaster, 1st Viscount Buckmaster",British politician (1861-1934),Q6581097,male,1861-01-09T00:00:00Z,11,1934-12-05T00:00:00Z,11
Q260546,Stephen Barclay,British politician,Q6581097,male,1972-05-03T00:00:00Z,11,,
Q332837,Stephen Byers,British politician (born 1953),Q6581097,male,1953-04-13T00:00:00Z,11,,
Q291393,Stephen Crabb,Welsh politician and MP (born 1973),Q6581097,male,1973-01-20T00:00:00Z,11,,
Q300349,Stephen Dorrell,British politician (born 1952),Q6581097,male,1952-03-25T00:00:00Z,11,,
Q332979,Stephen Hammond,British politician (born 1962),Q6581097,male,1962-02-04T00:00:00Z,11,,
Q272346,Stephen Timms,British politician (born 1955),Q6581097,male,1955-07-29T00:00:00Z,11,,
Q260111,Steve Baker,British politician (born 1971),Q6581097,male,1971-06-06T00:00:00Z,11,,
Q264116,Steve Webb,British politician (born 1965),Q6581097,male,1965-07-18T00:00:00Z,11,,
Q19957769,Suella Braverman,British barrister and politician (born 1980),Q6581072,female,1980-04-03T00:00:00Z,11,,
Q332968,Susan Kramer,"Politician; former UK Member of Parliament for Richmond Park, London",Q6581072,female,1950-07-21T00:00:00Z,11,,
Q1237673,"Tariq Ahmad, Baron Ahmad of Wimbledon",businessman and British Conservative member of the House of Lords (born 1968),Q6581097,male,1968-04-03T00:00:00Z,11,,
Q272642,Tessa Jowell,British politician (1947-2018),Q6581072,female,1947-09-17T00:00:00Z,11,2018-05-12T00:00:00Z,11
Q264766,Theresa May,former prime minister of the United Kingdom (born 1956),Q6581072,female,1956-10-01T00:00:00Z,11,,
Q266793,Theresa Villiers,British politician (born 1968),Q6581072,female,1968-03-05T00:00:00Z,11,,
Q1788801,"Thomas Audley, 1st Baron Audley of Walden",English politician (1488-1544),Q6581097,male,1488-01-01T00:00:00Z,9,1544-04-30T00:00:00Z,11
Q315989,"Thomas Babington Macaulay, 1st Baron Macaulay",British historian and Whig politician (1800-1859),Q6581097,male,1800-10-25T00:00:00Z,11,1859-12-28T00:00:00Z,11
Q2654062,"Thomas Beaufort, Count of Perche",Count of Perche,Q6581097,male,1405-01-01T00:00:00Z,9,1431-10-12T00:00:00Z,11
Q660630,"Thomas Beaufort, Duke of Exeter",English military commander,Q6581097,male,1377-01-01T00:00:00Z,9,1427-01-09T00:00:00Z,11
Q312398,"Thomas Boleyn, 1st Earl of Wiltshire",English diplomat and politician of the Tudor era (1477-1539),Q6581097,male,1477-01-01T00:00:00Z,9,1539-03-22T00:00:00Z,11
Q1968450,Thomas Bourchier,Lord Chancellor; Bishop of Worcester; Bishop of Ely; Archbishop of Canterbury,Q6581097,male,1404-01-01T00:00:00Z,9,1486-04-08T00:00:00Z,11
Q294435,Thomas Cromwell,English statesman and chief minister to King Henry VIII of England (1485-1540),Q6581097,male,1485-01-01T00:00:00Z,9,1540-08-07T00:00:00Z,11
Q333102,"Thomas Denman, 1st Baron Denman",British politician (1779-1854),Q6581097,male,1779-02-23T00:00:00Z,11,1854-09-22T00:00:00Z,11
Q333102,"Thomas Denman, 1st Baron Denman",British politician (1779-1854),Q6581097,male,1779-02-23T00:00:00Z,11,1854-09-26T00:00:00Z,11
Q333102,"Thomas Denman, 1st Baron Denman",British politician (1779-1854),Q6581097,male,1779-07-23T00:00:00Z,11,1854-09-22T00:00:00Z,11
Q333102,"Thomas Denman, 1st Baron Denman",British politician (1779-1854),Q6581097,male,1779-07-23T00:00:00Z,11,1854-09-26T00:00:00Z,11
Q2017342,"Thomas Egerton, 1st Viscount Brackley",English politician; (1540-1617),Q6581097,male,1540-01-01T00:00:00Z,9,1617-03-15T00:00:00Z,11
Q332672,"Thomas Erskine, 1st Baron Erskine",British politician,Q6581097,male,1750-01-10T00:00:00Z,11,1823-11-17T00:00:00Z,11
Q7815859,Thomas Fraser,British politician (1911-1988),Q6581097,male,1911-02-18T00:00:00Z,11,1988-11-21T00:00:00Z,11
Q335576,"Thomas Galbraith, 2nd Baron Strathclyde",British Conservative Party politician (born 1960),Q6581097,male,1960-02-22T00:00:00Z,11,,
Q13403114,Thomas Hatfield,Bishop of Durham from 1345 to 1381,Q6581097,male,,,1381-05-16T00:00:00Z,11
Q334112,"Thomas Herbert, 8th Earl of Pembroke",English diplomat and politician (1656–1733),Q6581097,male,1656-01-01T00:00:00Z,9,1733-01-22T00:00:00Z,11
Q333019,"Thomas Inskip, 1st Viscount Caldecote",British politician (1876-1947),Q6581097,male,1876-03-05T00:00:00Z,11,1947-10-11T00:00:00Z,11
Q7792153,"Thomas Manners-Sutton, 1st Baron Manners",British lawyer and politician who served as Lord Chancellor of Ireland from 1807 to 1827,Q6581097,male,1756-02-24T00:00:00Z,11,1842-05-31T00:00:00Z,11
Q7792412,Thomas Metcalfe,politician,Q6581097,male,,,,
Q42544,Thomas More,"English statesman, lawyer and philosopher (1478–1535)",Q6581097,male,1478-02-16T00:00:00Z,11,1535-07-16T00:00:00Z,11
Q7792808,"Thomas O'Hagan, 1st Baron O'Hagan",Irish lawyer and judge (1812-1885),Q6581097,male,1812-05-29T00:00:00Z,11,1885-02-01T00:00:00Z,11
Q936766,"Thomas Parker, 1st Earl of Macclesfield",English Whig politician (1666-1732),Q6581097,male,1666-07-23T00:00:00Z,11,1732-04-28T00:00:00Z,11
Q337864,"Thomas Pelham, 2nd Earl of Chichester",British politician (1756-1826),Q6581097,male,1756-04-28T00:00:00Z,11,1826-07-04T00:00:00Z,11
Q273809,"Thomas Pelham-Holles, 1st Duke of Newcastle-upon-Tyne",Prime Minister of Great Britain (1693-1768),Q6581097,male,1693-07-21T00:00:00Z,11,1768-11-17T00:00:00Z,11
Q337754,"Thomas Robinson, 1st Baron Grantham",British diplomatist and politician (1695-1770),Q6581097,male,1695-01-01T00:00:00Z,9,1770-09-30T00:00:00Z,11
Q24530,"Thomas Robinson, 2nd Baron Grantham",British politician and statesman (1738-1786),Q6581097,male,1738-11-30T00:00:00Z,11,1786-07-20T00:00:00Z,11
Q7790328,Thomas Sotheron-Estcourt,English Conservative politician,Q6581097,male,1801-04-04T00:00:00Z,11,1876-01-06T00:00:00Z,11
Q5992003,"Thomas Spring Rice, 1st Baron Monteagle of Brandon",British politician,Q6581097,male,1790-02-08T00:00:00Z,11,1866-02-07T00:00:00Z,11
Q7794468,Thomas Thwaites,British politician,Q6581097,male,,,1503-01-01T00:00:00Z,9
Q38308,"Thomas Thynne, 1st Marquess of Bath",British noble (1734-1796),Q6581097,male,1734-01-01T00:00:00Z,9,1796-11-19T00:00:00Z,11
Q332533,"Thomas Townshend, 1st Viscount Sydney",British Viscount,Q6581097,male,1733-02-24T00:00:00Z,11,1800-06-30T00:00:00Z,11
Q7794565,"Thomas Trevor, 1st Baron Trevor",British judge and politician,Q6581097,male,1657-03-08T00:00:00Z,11,1730-06-19T00:00:00Z,11
Q7794565,"Thomas Trevor, 1st Baron Trevor",British judge and politician,Q6581097,male,1658-03-08T00:00:00Z,11,1730-06-19T00:00:00Z,11
Q3018066,"Thomas Wharton, 1st Marquess of Wharton",English politician,Q6581097,male,1648-10-23T00:00:00Z,11,1715-04-12T00:00:00Z,11
Q3018066,"Thomas Wharton, 1st Marquess of Wharton",English politician,Q6581097,male,1648-10-23T00:00:00Z,11,1716-04-12T00:00:00Z,11
Q224382,"Thomas Wilde, 1st Baron Truro","British lawyer, judge and politician",Q6581097,male,1782-07-07T00:00:00Z,11,1855-11-11T00:00:00Z,11
Q206512,Thomas Wolsey,English political figure and cardinal (1473-1530)Archbishop of York Cardinal-Priest of Santa Cecilia,Q6581097,male,1473-01-01T00:00:00Z,9,1530-12-09T00:00:00Z,11
Q7795503,Thomas de Thelwall,English judge,Q6581097,male,,,1382-01-01T00:00:00Z,9
Q290554,Thérèse Coffey,British politician (born 1971),Q6581072,female,1971-11-18T00:00:00Z,11,,
Q7804223,Tim Sainsbury,British politician (born 1932),Q6581097,male,1932-06-11T00:00:00Z,11,,
Q259961,Tim Yeo,British politician (born 1945),Q6581097,male,1945-03-20T00:00:00Z,11,,
Q2435579,"Tina Stowell, Baroness Stowell of Beeston",British politician (born 1967),Q6581072,female,1967-07-02T00:00:00Z,11,,
Q303299,Tobias Ellwood,British Conservative Party politician and author (born 1966),Q6581097,male,1966-08-12T00:00:00Z,11,,
Q478319,Tom Harris,British politician (born 1964),Q6581097,male,1964-02-20T00:00:00Z,11,,
Q255340,Tom Johnston,Scottish socialist and politician (1881-1965),Q6581097,male,1881-11-02T00:00:00Z,11,1965-09-05T00:00:00Z,11
Q333312,"Tom King, Baron King of Bridgwater",British politician (born 1933),Q6581097,male,1933-06-13T00:00:00Z,11,,
Q263802,Tom Watson,British politician (born 1967),Q6581097,male,1967-01-08T00:00:00Z,11,,
Q333584,"Tony Banks, Baron Stratford",British politician (1942-2006),Q6581097,male,1942-04-08T00:00:00Z,11,2006-01-08T00:00:00Z,11
Q332412,Tony Benn,British Labour Party politician (1925–2014),Q6581097,male,1925-04-03T00:00:00Z,11,2014-03-14T00:00:00Z,11
Q9545,Tony Blair,former prime minister of the United Kingdom (born 1953),Q6581097,male,1953-05-06T00:00:00Z,11,,
Q695295,Tony Lloyd,British politician (born 1950),Q6581097,male,1950-02-25T00:00:00Z,11,,
Q334350,Tony McNulty,English politician (born 1958),Q6581097,male,1958-11-03T00:00:00Z,11,,
Q333068,"Tony Newton, Baron Newton of Braintree",British politician (1937-2012),Q6581097,male,1937-08-29T00:00:00Z,11,2012-03-25T00:00:00Z,11
Q168235,"Tristan Garel-Jones, Baron Garel Jones",British politician (1941-2020),Q6581097,male,1941-02-28T00:00:00Z,11,2020-03-23T00:00:00Z,11
Q7877756,"Ughtred Kay-Shuttleworth, 1st Baron Shuttleworth",British landowner and politician (1844-1939),Q6581097,male,1844-12-18T00:00:00Z,11,1939-12-20T00:00:00Z,11
Q335698,"Valerie Amos, Baroness Amos",British diplomat (born 1954),Q6581072,female,1954-03-13T00:00:00Z,11,,
Q336737,"Victor Child Villiers, 7th Earl of Jersey","British banker, Conservative politician and colonial administrator (1845-1915)",Q6581097,male,1845-03-20T00:00:00Z,11,1915-05-31T00:00:00Z,11
Q19938362,Victoria Atkins,British politician (born 1976),Q6581072,female,1976-03-22T00:00:00Z,11,,
Q244312,Vince Cable,British politician and former leader of the Liberal Democrats (born 1943),Q6581097,male,1943-05-09T00:00:00Z,11,,
Q332696,Virginia Bottomley,British politician (born 1948),Q6581072,female,1948-03-12T00:00:00Z,11,,
Q351426,Waldric,eighth Lord Chancellor and Lord Keeper of England (1050-1112),Q6581097,male,1050-01-01T00:00:00Z,7,1112-04-25T00:00:00Z,11
Q7964761,Walter Elliot,Scottish Unionist Party politician,Q6581097,male,1888-09-19T00:00:00Z,11,1958-01-08T00:00:00Z,11
Q332475,"Walter Guinness, 1st Baron Moyne","British politician, businessman and army officer (1880-1944)",Q6581097,male,1880-03-29T00:00:00Z,11,1944-11-06T00:00:00Z,11
Q332995,"Walter Monckton, 1st Viscount Monckton of Brenchley",English lawyer and politician (1891-1965),Q6581097,male,1891-01-17T00:00:00Z,11,1965-01-09T00:00:00Z,11
Q2702418,"Walter Montagu Douglas Scott, 5th Duke of Buccleuch",Scottish politician and nobleman (1806-1884),Q6581097,male,1806-11-25T00:00:00Z,11,1884-04-16T00:00:00Z,11
Q333376,"Walter Runciman, 1st Viscount Runciman of Doxford",British politician (1870-1949),Q6581097,male,1870-11-19T00:00:00Z,11,1949-11-13T00:00:00Z,11
Q333376,"Walter Runciman, 1st Viscount Runciman of Doxford",British politician (1870-1949),Q6581097,male,1870-11-19T00:00:00Z,11,1949-11-14T00:00:00Z,11
Q2546913,Walter de Gray,Lord Chancellor; Bishop of Worcester; Archbishop of York,Q6581097,male,1188-01-01T00:00:00Z,9,1255-05-08T00:00:00Z,11
Q296716,Wayne David,Welsh politician and MP (born 1957),Q6581097,male,1957-07-01T00:00:00Z,11,,
Q13529783,"Wilfrid Ashley, 1st Baron Mount Temple",British politician (1867-1939),Q6581097,male,1867-09-13T00:00:00Z,11,1939-07-03T00:00:00Z,11
Q337459,William Adamson,Trade unionist and politician (1863-1936),Q6581097,male,1863-04-02T00:00:00Z,11,1936-02-23T00:00:00Z,11
Q739556,"William Astor, 4th Viscount Astor",English businessman and politician (born 1951),Q6581097,male,1951-12-27T00:00:00Z,11,,
Q8004648,William Atherton,British lawyer and politician,Q6581097,male,1806-01-01T00:00:00Z,9,1864-01-22T00:00:00Z,11
Q8005116,"William Barrington, 2nd Viscount Barrington",British politician,Q6581097,male,1717-01-05T00:00:00Z,11,1793-02-01T00:00:00Z,11
Q8005116,"William Barrington, 2nd Viscount Barrington",British politician,Q6581097,male,1717-01-15T00:00:00Z,11,1793-02-01T00:00:00Z,11
Q128336,"William Bentinck, 4th Duke of Portland",English noble & ancestor of the Queen Mother,Q6581097,male,1768-06-24T00:00:00Z,11,1854-03-27T00:00:00Z,11
Q5586304,"William Bridgeman, 1st Viscount Bridgeman",British politician (1864-1935),Q6581097,male,1864-12-31T00:00:00Z,11,1935-08-14T00:00:00Z,11
Q337510,"William Cavendish, 2nd Duke of Devonshire",British nobleman and politician (1672-1729),Q6581097,male,1672-01-01T00:00:00Z,9,1729-06-04T00:00:00Z,11
Q2400397,"William Cavendish, 3rd Duke of Devonshire",British nobleman and Whig politician,Q6581097,male,1698-09-26T00:00:00Z,11,1755-12-05T00:00:00Z,11
Q238639,"William Cavendish, 4th Duke of Devonshire",Former Prime Minister of the United Kingdom,Q6581097,male,1720-05-08T00:00:00Z,11,1764-10-02T00:00:00Z,11
Q157208,"William Cavendish-Bentinck, 3rd Duke of Portland","British Prime Minister, politician (1738-1809)",Q6581097,male,1738-04-14T00:00:00Z,11,1809-10-30T00:00:00Z,11
Q354309,"William Cecil, 1st Baron Burghley",English statesman and chief adviser to Queen Elizabeth I (1520-1598),Q6581097,male,1520-09-23T00:00:00Z,11,1598-08-04T00:00:00Z,11
Q354309,"William Cecil, 1st Baron Burghley",English statesman and chief adviser to Queen Elizabeth I (1520-1598),Q6581097,male,1520-09-23T00:00:00Z,11,1598-08-05T00:00:00Z,11
Q8007204,"William Cowper-Temple, 1st Baron Mount Temple",British politician,Q6581097,male,1811-12-13T00:00:00Z,11,1888-10-16T00:00:00Z,11
Q16976952,William Dighton,"English clerk, briefly Keeper of the Privy seal.",Q6581097,male,,,,
Q2484094,William Dowdeswell,British politician (1721-1775),Q6581097,male,1721-03-12T00:00:00Z,11,1775-02-06T00:00:00Z,11
Q654942,William Edward Forster,British politician (1818-1886),Q6581097,male,1818-07-11T00:00:00Z,11,1886-04-05T00:00:00Z,11
Q160852,William Ewart Gladstone,British statesman and Liberal politician and Prime Minister of the United Kingdom (1809-1898),Q6581097,male,1809-12-29T00:00:00Z,11,1898-05-19T00:00:00Z,11
Q2578833,William FitzGilbert,English politician,Q6581097,male,1150-01-01T00:00:00Z,7,,
Q723977,William Giffard,Lord Chancellor of England of William II and Henry I,Q6581097,male,1100-01-01T00:00:00Z,7,1129-01-30T00:00:00Z,11
Q58282,William Hague,British politician (born 1961),Q6581097,male,1961-03-26T00:00:00Z,11,,
Q333716,William Huskisson,British statesman (1770-1830),Q6581097,male,1770-03-11T00:00:00Z,11,1830-09-15T00:00:00Z,11
Q8013712,"William Jolliffe, 1st Baron Hylton",British soldier and Conservative politician (1800-1876),Q6581097,male,1800-12-07T00:00:00Z,11,1876-06-01T00:00:00Z,11
Q330604,"William Joynson-Hicks, 1st Viscount Brentford",British politician (1865-1932),Q6581097,male,1865-06-23T00:00:00Z,11,1932-06-08T00:00:00Z,11
Q312567,"William Lamb, 2nd Viscount Melbourne","British Prime Minister, Whig statesman (1779-1848)",Q6581097,male,1779-03-15T00:00:00Z,11,1848-11-24T00:00:00Z,11
Q9374853,"William Legge, 1st Earl of Dartmouth",British noble,Q6581097,male,1672-01-01T00:00:00Z,9,1750-01-01T00:00:00Z,9
Q3568789,"William Legge, 2nd Earl of Dartmouth",British politician,Q6581097,male,1731-06-20T00:00:00Z,11,1801-07-15T00:00:00Z,11
Q684958,William Longchamp,Lord Chancellor of England; Bishop of Ely; Chief Justiciar of England,Q6581097,male,1101-01-01T00:00:00Z,7,1197-02-07T00:00:00Z,11
Q8014747,"William Lowther, 2nd Earl of Lonsdale",British politician,Q6581097,male,1787-07-21T00:00:00Z,11,1872-03-04T00:00:00Z,11
Q2470852,"William Lygon, 7th Earl Beauchamp",British Liberal politician and Governor of New South Wales (1872-1938),Q6581097,male,1872-02-20T00:00:00Z,11,1938-11-14T00:00:00Z,11
Q8015555,William Melton,43rd Archbishop of York,Q6581097,male,1275-01-01T00:00:00Z,9,1340-04-13T00:00:00Z,11
Q2580034,"William Monsell, 1st Baron Emly",British politician,Q6581097,male,1812-09-21T00:00:00Z,11,1894-04-20T00:00:00Z,11
Q335323,"William Morrison, 1st Viscount Dunrossil",former Governor-General of Australia (1893-1961),Q6581097,male,1893-08-10T00:00:00Z,11,1961-02-03T00:00:00Z,11
Q869340,"William Murray, 1st Earl of Mansfield","British barrister, politician and judge (1705–1793)",Q6581097,male,1704-03-02T00:00:00Z,11,1793-03-20T00:00:00Z,11
Q869340,"William Murray, 1st Earl of Mansfield","British barrister, politician and judge (1705–1793)",Q6581097,male,1705-03-02T00:00:00Z,11,1793-03-20T00:00:00Z,11
Q2099455,"William Nassau de Zuylestein, 4th Earl of Rochford",British diplomat,Q6581097,male,1717-09-17T00:00:00Z,11,1781-09-29T00:00:00Z,11
Q3643409,"William Palmer, 2nd Earl of Selborne",British politician (1859-1942),Q6581097,male,1859-10-17T00:00:00Z,11,1942-02-26T00:00:00Z,11
Q2920090,"William Peel, 1st Earl Peel",British politician (1867-1937),Q6581097,male,1867-01-07T00:00:00Z,11,1937-09-28T00:00:00Z,11
Q312573,"William Petty, 2nd Earl of Shelburne",British Prime Minister (1737-1805),Q6581097,male,1737-01-01T00:00:00Z,9,1805-05-07T00:00:00Z,11
Q312573,"William Petty, 2nd Earl of Shelburne",British Prime Minister (1737-1805),Q6581097,male,1737-05-02T00:00:00Z,11,1805-05-07T00:00:00Z,11
Q312573,"William Petty, 2nd Earl of Shelburne",British Prime Minister (1737-1805),Q6581097,male,1737-05-20T00:00:00Z,11,1805-05-07T00:00:00Z,11
Q128902,William Pitt the Younger,"British Prime Minister, politician (1759-1806)",Q6581097,male,1759-05-28T00:00:00Z,11,1806-01-23T00:00:00Z,11
Q208663,"William Pitt, 1st Earl of Chatham",British politician (1708-1778),Q6581097,male,1708-11-15T00:00:00Z,11,1778-05-11T00:00:00Z,11
Q18784049,William Rawlinson,English lawyer,Q6581097,male,1640-01-01T00:00:00Z,9,1703-05-11T00:00:00Z,11
Q333259,William Rodgers,British politician (born 1928),Q6581097,male,1928-10-28T00:00:00Z,11,,
Q8018720,"William Stanhope, 1st Earl of Harrington",British politician,Q6581097,male,1690-01-01T00:00:00Z,9,1756-12-08T00:00:00Z,11
Q8018954,William Sturges Bourne,British politician,Q6581097,male,1769-11-07T00:00:00Z,11,1845-02-01T00:00:00Z,11
Q775821,William Vernon Harcourt,British politician (1827-1904),Q6581097,male,1827-10-14T00:00:00Z,11,1904-10-01T00:00:00Z,11
Q332864,"William Waldegrave, Baron Waldegrave of North Hill",British politician (born 1946),Q6581097,male,1946-08-15T00:00:00Z,11,,
Q285868,"William Wood, 1st Baron Hatherley",Lord Chancellor of Great Britain (1801-1881),Q6581097,male,1801-11-29T00:00:00Z,11,1881-07-10T00:00:00Z,11
Q312596,"William Wyndham Grenville, 1st Baron Grenville","British Prime Minister, politician (1759-1834)",Q6581097,male,1759-10-25T00:00:00Z,11,1834-01-12T00:00:00Z,11
Q8020714,William Zouche,Treasury official and Archbishop of York,Q6581097,male,1299-01-01T00:00:00Z,9,1352-07-27T00:00:00Z,11
Q333404,"Willie Ross, Baron Ross of Marnock",British politician (1911-1988),Q6581097,male,1911-04-07T00:00:00Z,11,1988-06-10T00:00:00Z,11
Q333963,Willie Whitelaw,"British Conservative politician, former Home Secretary and Leader of the House of Lords (1918-1999)",Q6581097,male,1918-06-28T00:00:00Z,11,1999-07-01T00:00:00Z,11
Q8016,Winston Churchill,"British statesman, army officer, and writer (1874–1965)",Q6581097,male,1874-11-30T00:00:00Z,11,1965-01-24T00:00:00Z,11
Q291057,Yvette Cooper,British politician (born 1969),Q6581072,female,1969-03-20T00:00:00Z,11,,
Q2363394,Éloi Machoro,New Caledonian politician,Q6581097,male,1949-01-01T00:00:00Z,10,1985-01-12T00:00:00Z,11
